Make,Model,Year of manufacture,Body,Doors,Seats,Colour,Engine size,Price,Mileage,Fuel type,Fuel economy,Transmission,Horse power,Owners,Extraction time
Ford,Kuga 2.0 EcoBlue 190 ST-Line X First Ed 5dr Auto AWD - Full Service History,2020,Hatchback,5,5,White,n/a,"5679,84","8,209",n/a,46.3,Automatic,187,1,16-11-2021
Ford,Focus 1.5 EcoBlue 120 Active X 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.5,"3287,84","15,42",n/a,57.7,Manual,118,1,16-11-2021
Ford,Kuga 2.0 TDCi 150 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Blue,2.0,"3279,84","27,221",n/a,38.2,Manual,148,1,16-11-2021
Smart,fortwo 0.9 BRABUS XCLUSIVE 2d 108 BHP,2017,Coupe,2,2,Black,0.9,"2335,2","17,178",Petrol,62.8,Automatic,107,1,16-11-2021
BMW,1 Series 3.0 M140I SHADOW EDITION 5d 335 BHP,2019,Hatchback,5,5,Orange,3.0,"4639,2","16,429",Petrol,39.8,Automatic,335,1,16-11-2021
BMW,2 Series 3.0 M240I 2d 335 BHP,2017,Coupe,2,4,Blue,3.0,"4431,2","33,246",Petrol,39.8,Automatic,335,2,16-11-2021
Ford,Focus 1.0 EcoBoost 140 ST-Line 5dr Navigation,2018,Hatchback,5,5,Silver,1.0,2360,"14,958",Petrol,57.7,Manual,138,3,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr Navigation - 1 Owner From New,2019,Hatchback,5,5,Black,1.0,"3039,84","10,35",Petrol,48.7,Manual,123,1,16-11-2021
Mercedes-Benz,GLA-Class 2.1 GLA 200 D SPORT 5d 134 BHP,2017,Estate,5,5,Red,2.1,"3359,2",61,n/a,67.3,Automatic,134,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6 5dr,2018,n/a,n/a,3,White,2.0,"3119,2","27,095",n/a,45.6,Manual,103,1,16-11-2021
Audi,SQ5 3.0 SQ5 TFSI QUATTRO 5d 349 BHP,2018,Estate,5,5,Black,3.0,"7039,2","19,5",Petrol,34,Automatic,349,2,16-11-2021
Fiat,500,2014,Hatchback,n/a,n/a,Blue,n/a,"879,2","30,186",n/a,n/a,Manual,n/a,n/a,16-11-2021
Land Rover,Range Rover 3.0 SDV6 WESTMINSTER 5d 272 BHP,2020,Estate,5,5,Blue,3.0,"11999,2","14,8",n/a,31.4,Automatic,271,1,16-11-2021
Mercedes-Benz,A-Class 2.0 A45 AMG 4MATIC 5d 360 BHP,2015,Hatchback,5,5,Silver,2.0,"3999,2",26,Petrol,40.9,Automatic,360,3,16-11-2021
Citroen,Berlingo enterprise,2020,n/a,n/a,5,Unknown,n/a,"2559,2","10,137",n/a,53.3,Manual,75,1,16-11-2021
Mercedes-Benz,CLA 2.1 [177] CLA 220d AMG Line 4dr Tip Auto - Full Service Hisory,2018,Coupe,4,5,Red,2.1,"3879,84","40,284",n/a,67.3,Automatic,174,1,16-11-2021
Kia,XCeed 1.4T GDi 138 ISG First Edition 5dr DCT - Navigation - Full Service History,2020,Hatchback,5,5,Black,1.4,3200,"17,169",Petrol,40.4,Automatic,138,2,16-11-2021
Mercedes-Benz,C-Class 2.1 C250 CDI BLUEEFFICIENCY AMG SPORT PLUS 5d 202 BHP,2012,Estate,n/a,n/a,Silver,n/a,"1679,2",90,n/a,n/a,Manual,n/a,n/a,16-11-2021
Ford,Transit Courier 1.0 EcoBoost Trend L1 EU6 5dr,2020,n/a,n/a,2,White,1.0,"2799,2","4,421",Petrol,53.3,Manual,99,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,White,1.0,"2527,84","22,651",Petrol,47.9,Manual,123,1,16-11-2021
BMW,2 SERIES,2016,Coupe,2,4,Silver,3.0,"3519,2","27,2",Petrol,37.2,Automatic,330,4,16-11-2021
Volkswagen,Caddy 2.0 TDI C20+ BlueMotion Tech Startline,2018,n/a,n/a,2,White,2.0,"2319,2","8,346",n/a,60.1,Manual,74,1,16-11-2021
Ford,Transit 350 1 Way Tipper SCab L2 130ps RWD,2017,n/a,n/a,3,Silver,2.0,"3999,2","26,267",n/a,38.2,Manual,129,2,16-11-2021
Peugeot,Partner 1.6 BlueHDi Professional L1 SWB 5dr,2018,n/a,n/a,3,Silver,1.6,"1839,2","30,877",n/a,65.7,Manual,75,1,16-11-2021
Ford,Kuga 1.5 TDCi 120 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Grey,1.5,"3199,84","35,118",n/a,45.6,Manual,118,1,16-11-2021
Ford,Kuga 1.5 EcoBoost 150 ST-Line Edition 5dr Navigation,2019,Hatchback,5,5,Silver,1.5,3760,"17,834",Petrol,36.2,Manual,148,2,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2020,n/a,n/a,5,Red,2.0,"3839,2","5,792",n/a,45.6,Manual,104,1,16-11-2021
Hyundai,Tucson 2.0 CRDi Blue Drive 136 Premium SE 5dr Navigation - Full Service History,2018,Estate,5,5,Black,2.0,"3359,84","21,672",n/a,58.9,Manual,134,1,16-11-2021
Kia,Sportage 1.7 CRDi 114 ISG 4 5dr Navigation - Full Service History,2017,Estate,5,5,Grey,1.7,"2239,84","95,356",n/a,61.4,Manual,114,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Zetec 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,"2079,84","14,858",Petrol,49.6,Manual,99,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 Titanium 5dr - Full Service History,2017,Hatchback,5,5,Yellow,1.0,"1887,84","18,625",Petrol,52.3,Manual,123,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 Zetec 5dr - Full Service History,2019,Hatchback,5,5,Grey,1.0,"2383,84","5,189",Petrol,44.1,Manual,123,1,16-11-2021
Dacia,Sandero 0.9 TCe 90 Comfort 5dr Navigation - Full Service History,2019,Hatchback,5,5,Black,0.9,"1423,84","22,539",Petrol,53.3,Manual,90,1,16-11-2021
Ford,Fiesta 1.0 TITANIUM 3d 99 BHP,2015,Hatchback,3,5,White,1.0,"1279,2",42,Petrol,65.7,Manual,99,3,16-11-2021
Mercedes-Benz,A-Class 2.1 A 220 D 4MATIC AMG LINE PREMIUM PLUS 5d 174 BHP,2018,Hatchback,5,5,Red,2.1,"3359,2",52,n/a,58.9,Automatic,174,1,16-11-2021
Renault,Captur 0.9 TCE 90 Iconic 5dr Navigation - Full Service History,2018,Hatchback,5,5,Red,0.9,"1919,84","29,067",Petrol,52.3,Manual,88,1,16-11-2021
Mercedes-Benz,A-Class 2.0 [306] A35 4Matic Executive 5dr Auto - Full Service History,2020,Hatchback,5,5,Grey,2.0,"5439,84","18,36",Petrol,35.8,Automatic,302,2,16-11-2021
Volkswagen,Up 1.0 Move Up 3dr - Full Service History,2018,Hatchback,3,4,White,1.0,"1439,84","11,652",Petrol,54.3,Manual,59,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Yellow,1.0,"2719,84","24,352",Petrol,43.5,Manual,138,1,16-11-2021
Jaguar,F-PACE 2.0d [180] Chequered Flag 5dr Auto AWD - Navigation,2020,Estate,5,5,Grey,2.0,"7199,84","7,428",n/a,42.2,Automatic,178,1,16-11-2021
BMW,X5 3.0 [258] xDrive30d M Sport 5dr Auto - Full Service History,2017,Estate,5,5,Black,3.0,"5279,84","48,31",n/a,47.1,Automatic,255,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 140 ST-Line X 3dr Navigation - Upgrade Alloy Wheels,2018,Hatchback,5,5,Grey,1.0,"2239,84","28,245",Petrol,52.3,Manual,153,1,16-11-2021
Ford,Focus 1.5 EcoBoost 182 Zetec S Black 5dr Navigation - Full Service History,2016,Hatchback,5,5,Black,1.5,2200,"16,553",Petrol,51.4,Manual,180,2,16-11-2021
Ford,EcoSport 1.0 EcoBoost 100 Zetec 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.0,"2319,84","10,972",Petrol,44.1,Manual,99,1,16-11-2021
Audi,S3 2.0 S3 SPORTBACK QUATTRO 5d 306 BHP,2016,Hatchback,5,5,Blue,2.0,"4159,2",34,Petrol,43.5,Automatic,306,2,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 Titanium 5dr - Winter Pack,2016,Hatchback,5,5,Grey,1.0,"1759,84","28,865",Petrol,53.3,Manual,123,2,16-11-2021
BMW,5 Series 3.0 [258] 530d M Sport 4dr Step Auto - Navigation - Full Service History,2016,Saloon,4,5,Black,3.0,"3087,84","50,139",n/a,51.4,Automatic,255,4,16-11-2021
Land Rover,Range Rover Sport 3.0 SDV6 HSE 5d 288 BHP,2014,Estate,5,5,Grey,3.0,"4959,2",60,n/a,37.7,Automatic,288,1,16-11-2021
BMW,4 Series 2.0 420D M SPORT GRAN COUPE 4d 188 BHP,2016,Coupe,4,5,Blue,2.0,"3679,2",27,n/a,65.7,Automatic,188,3,16-11-2021
BMW,4 Series,2016,Coupe,2,4,White,3.0,"3583,2",43,n/a,52.3,Automatic,255,3,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,White,1.0,"2559,84","35,496",Petrol,49.6,Manual,123,1,16-11-2021
Audi,A4 2.0 TFSI 190 S Line 4dr Auto [Leather/Suede & Tech Pack] - Full Service History,2018,Saloon,4,5,Red,2.0,"3599,84","41,116",Petrol,50.4,Automatic,188,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation - Full Service History,2018,Hatchback,5,5,Blue,1.1,"1839,84","16,202",Petrol,48.7,Manual,84,1,16-11-2021
MINI,Mini 1.5 [136] Cooper 3dr [Chili Pack] - Full Service History,2017,Hatchback,3,4,Grey,1.5,"2079,84","24,287",Petrol,62.8,Manual,134,1,16-11-2021
Ford,Ka+ 1.2 85 Zetec 5dr,2017,Hatchback,5,5,Silver,1.2,"1439,84","25,863",Petrol,57.7,Manual,84,2,16-11-2021
Vauxhall,Corsa 1.4T [100] Energy 5dr - Full Service History,2018,Hatchback,5,5,Blue,1.4,"1599,84","17,269",Petrol,43.5,Manual,99,2,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2019,n/a,n/a,5,Grey,2.0,"3519,2","16,453",n/a,45.6,Manual,104,1,16-11-2021
Vauxhall,Vivaro 1.6 CDTi 2900 Sportive L2 H1 EU6 5dr,2018,n/a,n/a,3,Silver,1.6,3000,"9,587",n/a,42.2,Manual,120,1,16-11-2021
Citroen,Berlingo 1.5 BlueHDi 650 Enterprise M SWB EU6,2020,n/a,n/a,5,White,1.5,"2479,2","19,765",n/a,53.3,Manual,75,1,16-11-2021
BMW,4 Series 2.0 420D M SPORT 2d 188 BHP,2017,Coupe,2,4,Blue,2.0,"3519,2",25,n/a,65.7,Automatic,188,5,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line X 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,3056,"20,134",Petrol,46.3,Manual,125,1,16-11-2021
Volkswagen,Golf 1.0 TSI 115 Match 5dr Navigation,2019,Hatchback,5,5,White,1.0,"2799,84","15,959",Petrol,49.6,Manual,113,1,16-11-2021
Volkswagen,Golf 1.6 TDI 115 Match 5dr DSG - Navigation,2019,Hatchback,5,5,Grey,1.6,"2959,84","19,401",n/a,54.3,Automatic,114,1,16-11-2021
Volvo,V40 1.5 T3 152 R DESIGN Pro 5dr Auto - Navigation - Full Service History,2018,Hatchback,5,5,Black,1.5,"3039,84","26,422",Petrol,37.2,Automatic,150,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6 5dr,2018,n/a,n/a,3,White,2.0,"3359,2","21,645",n/a,45.6,Manual,103,1,16-11-2021
Ford,Transit Courier 1.5 TDCi Trend L1 EU6 5dr,2019,n/a,n/a,9,White,1.5,"2319,2","10,531",n/a,39.2,Manual,74,1,16-11-2021
Vauxhall,Vivaro 1.6 CDTi 2900 Sportive L2 H1 EU6 5dr,2018,n/a,n/a,3,White,1.6,"2719,2","28,341",n/a,42.2,Manual,120,1,16-11-2021
Volkswagen,Caddy 2.0 TDI C20+ BlueMotion Tech Startline,2019,n/a,n/a,2,Silver,2.0,"2239,2","39,455",n/a,60.1,Manual,74,1,16-11-2021
Vauxhall,Vivaro 1.5 Turbo D 2900 Sportive L2 H1 EU6,2019,n/a,n/a,n/a,White,1.5,"3359,2","9,847",n/a,38.2,Manual,101,1,16-11-2021
Ford,Transit Courier 1.0 EcoBoost Trend L1 EU6 5dr,2020,n/a,n/a,2,Silver,1.0,"2799,2","6,1",Petrol,53.3,Manual,99,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation,2018,Hatchback,5,5,Black,1.1,"1663,84","34,783",Petrol,48.7,Manual,84,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Red,1.0,"2719,84","15,819",Petrol,54.3,Manual,138,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Red,1.0,2616,"15,663",Petrol,54.3,Manual,123,1,16-11-2021
Mazda,Mazda2 1.5 [90] GT Sport Nav+ 5dr - 1 Owner From New,2018,Hatchback,5,5,Blue,1.5,"2079,84","22,381",Petrol,49.6,Manual,89,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Active X Vignale 5dr Auto - Navigation,2020,Hatchback,n/a,n/a,Grey,1.0,"4207,84","5,396",Petrol,n/a,Automatic,n/a,1,16-11-2021
Audi,A3 1.4 TFSI 150 e-tron 5dr S Tronic - Navigation - Full Service History,2018,Hatchback,5,5,Grey,1.4,"2871,84","64,394",Hybrid,166.2,Automatic,201,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium X 5dr Navigation - 1 Owner From New,2019,Hatchback,5,5,Black,1.0,"2863,84","17,546",Petrol,48.7,Manual,123,1,16-11-2021
Ford,Fiesta 1.5 TDCi 85 Zetec 5dr Navigation - Full Service History,2019,Hatchback,n/a,n/a,Blue,1.5,"2047,84","22,159",n/a,n/a,Manual,n/a,1,16-11-2021
Audi,A3 1.6 TDI 110 Sport 5dr Navigation,2016,Hatchback,5,5,Black,1.6,"2399,84","23,959",n/a,70.6,Manual,108,1,16-11-2021
Vauxhall,Insignia Grand Sport 1.6 Turbo D ecoTec 136 Design 5dr Navigation - Full Service History,2018,Hatchback,5,5,Brown,1.6,"1999,84","57,43",n/a,65.7,Manual,134,1,16-11-2021
Mercedes-Benz,CLA 1.6 CLA 180 AMG LINE 4d 121 BHP,2017,Coupe,4,5,White,1.6,"3679,2",46,Petrol,53.3,Automatic,121,1,16-11-2021
Smart,forfour 1.0 PASSION PREMIUM 5d 71 BHP,2015,Hatchback,5,4,Yellow,1.0,"1119,2",43,Petrol,67.3,Manual,71,1,16-11-2021
Mercedes-Benz,A-Class 2.0 A 250 4MATIC AMG PREMIUM 5d 215 BHP,2016,Hatchback,5,5,Black,2.0,"3743,2",38,Petrol,42.8,Automatic,215,2,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2019,n/a,n/a,5,White,2.0,"3119,2","23,096",n/a,45.6,Manual,104,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2020,n/a,n/a,5,Blue,2.0,"3839,2","12,449",n/a,45.6,Manual,104,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2019,n/a,n/a,5,Blue,2.0,"3519,2","26,799",n/a,45.6,Manual,104,1,16-11-2021
Ford,Transit Connect 1.5 200 EcoBlue Limited L1 EU6,2019,n/a,n/a,n/a,Blue,1.5,"3119,2","14,992",n/a,34,Manual,118,2,16-11-2021
Fiat,500C 1.2 Pop 2dr - Convertible,2013,Convertible,3,4,White,1.2,"847,84","43,622",Petrol,55.4,Manual,69,2,16-11-2021
Ford,Fiesta 1.1 Trend 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.1,"2279,84","7,566",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line 5dr Navigation  - Full Service History,2019,Hatchback,5,5,Blue,1.0,"2719,84","8,707",Petrol,47.9,Manual,123,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation - Full Service History,2018,Hatchback,5,5,Black,1.1,"1839,84","27,103",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2020,Hatchback,5,5,Black,1.0,"2839,84","15,87",Petrol,49.6,Manual,123,1,16-11-2021
Skoda,Fabia 1.0 TSI 110 SE L 5dr DSG - Navigation,2019,Hatchback,5,5,Red,1.0,"2319,84","8,493",Petrol,47.9,Automatic,109,2,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Black,1.0,"2767,84","27,103",Petrol,48.7,Manual,123,1,16-11-2021
Ford,Transit Custom 2.0 TDCi 270 Trend L1 H2 5dr,2017,n/a,n/a,3,White,2.0,"2719,2","20,717",n/a,44.1,Manual,103,1,16-11-2021
Ford,Transit Custom 2.0 TDCi 270 Limited L1 H2 5dr,2017,n/a,n/a,3,White,2.0,"3199,2","31,144",n/a,44.1,Manual,129,2,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2020,n/a,n/a,5,White,2.0,"3839,2","9,816",n/a,45.6,Manual,104,1,16-11-2021
Ford,Mustang 5.0 GT 2d 410 BHP,2015,Coupe,2,4,Red,5.0,"5487,2",28,Petrol,20.9,Manual,410,4,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2020,Hatchback,5,5,White,1.0,"2879,84","8,012",Petrol,43.5,Manual,123,1,16-11-2021
Toyota,AYGO 1.0 VVT-i 72 X-Play 5dr - Full Service History,2019,Hatchback,5,4,Red,1.0,"1519,84","6,776",Petrol,68.9,Manual,69,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 100 ST-Line 5dr Navigation - 1 Owner From New,2019,Hatchback,5,5,Silver,1.0,"2719,84","12,663",Petrol,43.5,Manual,99,1,16-11-2021
BMW,X1 2.0 XDRIVE20D SPORT 5d 188 BHP,2018,Estate,5,5,Orange,2.0,"3279,2","58,92",n/a,60.1,Automatic,187,2,16-11-2021
Volkswagen,Caddy 2.0 TDI C20 Startline EU6,2018,n/a,n/a,2,White,2.0,"2319,2","28,125",n/a,60.1,Manual,101,2,16-11-2021
Volkswagen,Caddy Maxi 2.0 TDI C20 BlueMotion Tech Kombi Crew Van,2019,n/a,n/a,5,Silver,2.0,"3679,2","15,797",n/a,57.7,Manual,101,1,16-11-2021
Ford,Puma 1.0 EcoBoost 125 Titanium 5dr Navigation - 1 Owner From New,2020,Hatchback,5,5,Grey,1.0,"3519,84","5,365",Petrol,48.7,Manual,123,1,16-11-2021
Nissan,Qashqai DCI ACENTA,2018,Hatchback,5,5,Black,1.5,"2719,84","41,921",n/a,74.3,Manual,108,1,16-11-2021
BMW,1 Series 116D ED PLUS,2016,Hatchback,5,5,Silver,1.5,1928,"47,896",n/a,83.1,Manual,114,1,16-11-2021
Vauxhall,Astra DESIGN CDTI ECOTEC S/S,2017,Estate,5,5,Silver,1.6,"1439,84","50,523",n/a,83.1,Manual,108,2,16-11-2021
Nissan,Qashqai N-CONNECTA DIG-T,2018,Hatchback,5,5,Black,1.2,"2767,84","35,852",Petrol,50.4,Manual,113,1,16-11-2021
Ford,Focus ZETEC EDITION,2017,Hatchback,5,5,Silver,1.0,"1951,84","19,149",Petrol,60.1,Manual,123,1,16-11-2021
Audi,A1 SPORTBACK TFSI S LINE,2015,Hatchback,5,5,Black,1.4,"2399,84","30,945",Petrol,55.4,Manual,123,2,16-11-2021
Nissan,Juke BOSE PERSONAL EDITION,2019,Hatchback,5,5,Silver,1.6,"2127,84","36,107",Petrol,34.5,Manual,111,1,16-11-2021
Audi,A4 Avant AVANT TDI ULTRA SPORT,2016,Estate,5,5,Black,2.0,"2879,84","59,805",n/a,68.9,Automatic,188,2,16-11-2021
Ford,Mustang GT,2018,Coupe,2,4,Yellow,5.0,"6079,84","18,393",Petrol,23.5,Automatic,410,2,16-11-2021
Land Rover,Range Rover Evoque TD4 SE TECH,2015,Hatchback,5,5,White,2.0,"3439,84","51,941",n/a,58.9,Manual,178,3,16-11-2021
Honda,Civic I-VTEC SR,2016,Hatchback,5,5,Red,1.8,"2047,84","25,682",Petrol,46.3,Manual,140,2,16-11-2021
Ford,Kuga ST-LINE TDCI,2018,Hatchback,5,5,Silver,2.0,"3439,84","16,064",n/a,38.2,Manual,148,1,16-11-2021
Ford,Fiesta ZETEC,2018,Hatchback,5,5,Black,1.1,"1823,84","23,882",Petrol,48.7,Manual,84,1,16-11-2021
Mercedes-Benz,A-Class A 180 D SPORT EDITION,2018,Hatchback,5,5,White,1.5,"2479,84","54,424",n/a,72.4,Manual,107,1,16-11-2021
Vauxhall,Astra DESIGN CDTI ECOFLEX S/S,2017,Estate,5,5,Silver,1.6,"1199,84","85,082",n/a,83.1,Manual,108,1,16-11-2021
Volkswagen,Transporter T28 TDI P/V HIGHLINE,2020,n/a,n/a,5,White,2.0,"3999,84","27,875",n/a,37.7,Manual,108,1,16-11-2021
Ford,Kuga TITANIUM,2018,Hatchback,5,5,Blue,1.5,"2975,84","24,744",Petrol,45.6,Manual,148,1,16-11-2021
BMW,2 Series 225XE SPORT PREMIUM ACTIVE TOURER,2018,Hatchback,5,5,Blue,1.5,3200,"46,04",Hybrid,113,Automatic,221,2,16-11-2021
Ford,Fiesta 1.0 Ecoboost 125 ST-Line 5dr - 1 Owner From New,2019,Hatchback,5,5,Blue,1.0,"2415,84","17,438",Petrol,47.9,Manual,123,1,16-11-2021
Ford,Fiesta ACTIVE B AND O PLAY,2020,Hatchback,5,5,Grey,1.0,2672,"10,042",Petrol,47.1,Manual,99,2,16-11-2021
Volkswagen,Transporter T30 TDI P/V STARTLINE BMT,2018,n/a,n/a,3,Grey,2.0,"3679,84","34,457",n/a,47.9,Manual,101,2,16-11-2021
Audi,A3 SPORTBACK E-TRON,2018,Hatchback,5,5,Black,1.4,"2767,84","76,41",Hybrid,166.2,Automatic,201,1,16-11-2021
BMW,X1 XDRIVE20D M SPORT,2017,Estate,5,5,Black,2.0,"3503,84","78,702",n/a,57.7,Automatic,188,1,16-11-2021
Ford,Fiesta ZETEC,2018,Hatchback,5,5,Grey,1.0,1824,"23,98",Petrol,65.7,Manual,99,1,16-11-2021
BMW,1 Series 116D ED PLUS,2016,Hatchback,5,5,Silver,1.5,"1727,84",64,n/a,83.1,Manual,114,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2019,Hatchback,5,5,Black,1.1,"1999,84","9,774",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.5 TDCi 75 Zetec 5dr - 1 Owner From New,2017,Hatchback,5,5,Brown,1.5,"1247,84","53,203",n/a,78.5,Manual,74,1,16-11-2021
Audi,A6 Saloon TDI ULTRA S LINE,2018,Saloon,4,5,Grey,2.0,"3439,84","49,365",n/a,64.2,Automatic,188,1,16-11-2021
Mercedes-Benz,GLC-Class GLC 250 D 4MATIC AMG LINE PREMIUM,2018,Estate,5,5,Silver,2.1,"5567,84","30,476",n/a,56.5,Automatic,201,2,16-11-2021
BMW,4 Series 420I M SPORT GRAN COUPE,2018,Coupe,4,5,Black,2.0,"2959,84","60,531",Petrol,46.3,Manual,181,2,16-11-2021
Ford,Fiesta ZETEC,2019,Hatchback,5,5,Black,1.1,"1967,84","8,851",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta ZETEC TDCI,2018,Hatchback,5,5,Silver,1.5,"1775,84","51,743",n/a,58.9,Manual,84,1,16-11-2021
Ford,Fiesta ZETEC,2017,Hatchback,5,5,Grey,1.0,"1439,84","38,749",Petrol,65.7,Manual,99,1,16-11-2021
Ford,Focus RS,2017,Hatchback,5,5,Blue,2.3,"5759,84","8,572",Petrol,36.7,Manual,345,2,16-11-2021
BMW,3 Series 330E M SPORT SHADOW EDITION,2018,n/a,n/a,n/a,n/a,n/a,"4079,84","21,137",Hybrid,n/a,Automatic,248,n/a,16-11-2021
Ford,Fiesta ZETEC,2019,Hatchback,5,5,Black,1.1,"1967,84","9,114",Petrol,48.7,Manual,84,1,16-11-2021
Vauxhall,Astra DESIGN CDTI ECOTEC S/S,2018,Estate,5,5,Silver,1.6,"1157,6","99,448",n/a,83.1,Manual,108,2,16-11-2021
Ford,EcoSport TITANIUM,2015,Hatchback,5,5,White,1.0,"1567,84","37,656",Petrol,53.3,Manual,123,2,16-11-2021
BMW,4 Series 435D XDRIVE M SPORT,2015,Coupe,2,4,Red,3.0,"3327,84","44,669",n/a,50.4,Automatic,308,3,16-11-2021
BMW,3 Series 330D M SPORT TOURING,2019,Estate,n/a,n/a,Grey,3.0,"4191,84","30,22",n/a,n/a,Automatic,n/a,1,16-11-2021
Volvo,V40 D2 R-DESIGN NAV PLUS,2017,Hatchback,5,5,Black,2.0,"2359,84","30,59",n/a,78.5,Manual,118,2,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Titanium X 3dr Navigation,2017,Hatchback,3,5,Black,1.0,"2047,84","22,742",Petrol,65.7,Manual,99,2,16-11-2021
Mercedes-Benz,A-Class A 180 AMG LINE EXECUTIVE,2017,Hatchback,5,5,Black,1.6,"3007,84","30,74",Petrol,49.6,Manual,121,1,16-11-2021
Land Rover,Range Rover Evoque TD4 HSE DYNAMIC,2017,Coupe,3,5,Black,2.0,"4287,84","54,927",n/a,57.7,Automatic,178,1,16-11-2021
Kia,Sportage CRDI GT-LINE S ISG,2018,Estate,5,5,Red,1.6,"4159,84","19,814",n/a,44.8,Automatic,134,1,16-11-2021
Mercedes-Benz,CLA CLA 220 D AMG LINE,2016,Coupe,4,5,White,2.1,"3935,84","34,786",n/a,67.3,Automatic,174,4,16-11-2021
BMW,3 Series 330D M SPORT TOURING,2019,Estate,5,5,Black,3.0,"4639,84","21,11",n/a,53.3,Automatic,255,1,16-11-2021
Ford,Focus ST-2 TDCI,2018,Hatchback,5,5,Blue,2.0,"2767,84","43,635",n/a,67.3,Manual,182,1,16-11-2021
Ford,Mondeo TITANIUM EDITION ECONETIC TDCI,2018,Hatchback,5,5,Red,2.0,"2303,84","61,945",n/a,52.3,Manual,148,1,16-11-2021
Mercedes-Benz,GLC-Class GLC 250 4MATIC AMG LINE PREMIUM PLUS,2018,Estate,5,5,Black,2.0,"5919,84","19,581",Petrol,43.5,Automatic,208,1,16-11-2021
Ford,Puma SUV ST-LINE X FIRST EDITION,2020,Hatchback,5,5,Grey,1.0,"3839,84","18,328",Petrol,50.4,Manual,123,1,16-11-2021
Nissan,Juke VISIA,2016,Hatchback,5,5,Red,1.6,"1247,84","36,876",Petrol,47.1,Manual,93,2,16-11-2021
Kia,Soul CRDi Connect Plus,2014,Hatchback,5,5,Silver,1.6,"1439,2","34,673",n/a,56.5,Manual,126,3,16-11-2021
Suzuki,Swift SZ3 DUALJET 5-Door,2017,Hatchback,5,5,White,1.2,"1039,2",42,Petrol,65.7,Manual,88,2,16-11-2021
Citroen,C3 Picasso HDi Exclusive,2014,MPV,5,5,Red,1.6,"1119,2","24,831",n/a,68.9,Manual,91,1,16-11-2021
