Make,Model,Year of manufacture,Body,Doors,Seats,Colour,Engine size,Price,Mileage,Fuel type,Fuel economy,Transmission,Horse power,Owners,Extraction time
Ford,Fiesta 1.0 EcoBoost ST-Line Navigation 5dr,2019,Hatchback,5,5,White,1.0,"2639,84","25,915",Petrol,47.9,Manual,99,1,16-11-2021
Citroen,C4 Cactus 1.2 PureTech Flair EAT6 5dr,2019,Hatchback,5,5,Blue,1.2,"2719,84","12,544",Petrol,44.8,Automatic,109,2,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr,2019,Hatchback,5,5,White,1.0,"3279,84","9,401",Petrol,43.5,Manual,123,1,16-11-2021
Volvo,XC90 D5 PowerPulse AWD Inscription Automatic,2018,Estate,5,7,Grey,2.0,"5759,84","44,664",n/a,34,Automatic,231,1,16-11-2021
Vauxhall,Corsa 1.4 SRi Vx-line Nav Black 5dr,2019,Hatchback,5,5,Red,1.4,"1759,84","25,118",Petrol,44.8,Manual,89,1,16-11-2021
Vauxhall,Corsa 1.4 SRi Vx-line Nav Black 5dr,2019,Hatchback,5,5,Black,1.4,"1839,84","14,004",Petrol,44.8,Manual,89,1,16-11-2021
Volkswagen,Passat 1.4 TSI 150 GT 4dr [Panoramic Roof],2018,Saloon,4,5,Silver,1.4,"2719,84","41,586",Petrol,56.5,Manual,148,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr,2019,Hatchback,5,5,Grey,1.0,"3119,84","12,426",Petrol,43.5,Manual,138,1,16-11-2021
Ford,Kuga 2.0 TDCi Titanium 5dr 2WD,2019,Hatchback,5,5,Black,2.0,"3359,84","18,145",n/a,39.2,Manual,148,1,16-11-2021
Honda,Jazz 1.3 EX 5dr CVT,2018,Hatchback,n/a,n/a,Blue,1.3,"2719,84","1,786",Petrol,n/a,Automatic,n/a,n/a,16-11-2021
Ford,Fiesta 1.0 EcoBoost Titanium 5dr,2019,Hatchback,5,5,Black,1.0,"2239,84","25,236",Petrol,49.6,Manual,99,1,16-11-2021
Land Rover,Range Rover Sport 2.0 P400e HSE Dynamic 5dr Auto,2018,Estate,5,5,Black,2.0,"9439,84","48,937",Hybrid,100.9,Automatic,398,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2019,Hatchback,5,5,Black,1.1,"1839,84","24,643",Petrol,48.7,Manual,84,1,16-11-2021
Vauxhall,Corsa 1.4 SRi Vx-line Nav Black 5dr,2019,Hatchback,5,5,Silver,1.4,"1839,84","19,15",Petrol,44.8,Manual,89,1,16-11-2021
Jaguar,E-PACE 2.0d [180] R-Dynamic HSE 5dr Auto,2019,Estate,5,5,Red,2.0,"5359,84","30,803",n/a,39.2,Automatic,178,1,16-11-2021
Fiat,500 POP STAR,2016,Hatchback,3,4,Blue,1.2,"1183,84","16,631",Petrol,60.1,Manual,69,1,16-11-2021
BMW,2 Series 220D [190] SPORT 2DR STEP AUTO,2015,Coupe,2,4,Black,2.0,2480,"58,183",n/a,68.9,Manual,188,2,16-11-2021
Kia,ceed 1.6 CRDi ISG 2 5dr,2016,Hatchback,5,5,White,1.6,"1759,84","54,5",n/a,74.3,Manual,134,2,16-11-2021
Peugeot,3008 Crossover E-HDI ALLURE,2015,Hatchback,5,5,White,1.6,"1639,84","25,401",n/a,65.7,Automatic,115,2,16-11-2021
Vauxhall,Corsa ENERGY AC ECOFLEX,2016,Hatchback,5,5,Black,1.4,"1119,84","44,311",Petrol,55.4,Manual,74,2,16-11-2021
Peugeot,5008 BLUEHDI S/S ALLURE,2018,MPV,5,7,Grey,1.5,3624,"41,211",n/a,67.3,Manual,129,1,16-11-2021
Ford,Puma SUV 1.0 EcoBoost Hybrid mHEV ST-Line X First Ed 5dr,2020,Hatchback,5,5,Silver,1.0,"4159,84","9,976",Petrol,50.4,Manual,123,1,16-11-2021
Peugeot,2008 SUV PURETECH S/S SIGNATURE,2019,Hatchback,5,5,Black,1.2,"2319,2","15,167",Petrol,51.4,Manual,109,1,16-11-2021
Hyundai,Tucson CRDI N LINE,2020,Estate,5,5,Grey,1.6,"4399,84","6,867",n/a,50.4,Automatic,134,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec Navigation 5dr,2019,Hatchback,5,5,Grey,1.0,"2079,84","5,507",Petrol,49.6,Manual,99,1,16-11-2021
Volvo,XC90 Recharge T8 Plug-in hybrid AWD R-Design Pro Automatic,2021,Estate,5,7,Black,2.0,"9887,84",8,Hybrid,100.9,Automatic,384,1,16-11-2021
Volvo,V60 B4 FWD,2021,Estate,n/a,n/a,Red,n/a,"5887,84",100,n/a,n/a,Automatic,n/a,n/a,16-11-2021
Volvo,V60 B4 FWD,2021,Estate,5,5,n/a,2.0,"5919,84",100,n/a,50.4,Automatic,194,n/a,16-11-2021
Hyundai,i20 1.2 MPI PREMIUM NAV 5DR,2018,Hatchback,5,5,Blue,1.2,"1999,68","22,622",Petrol,46.3,Manual,83,1,16-11-2021
Seat,Ibiza 1.0 SE TECHNOLOGY [EZ] 5DR,2019,Hatchback,5,5,Blue,1.0,"1750,56","18,676",Petrol,47.9,Manual,79,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2019,Hatchback,5,5,Black,1.1,"1839,84","12,339",Petrol,48.7,Manual,84,1,16-11-2021
MINI,Mini 1.5 Cooper 3dr,2015,Hatchback,3,4,White,1.5,"1759,84","54,278",Petrol,62.8,Manual,134,2,16-11-2021
Suzuki,Vitara 1.4 Boosterjet SZ-T 5dr,2021,Hatchback,5,5,Black,1.4,"3199,84","12,344",Hybrid,49.6,Manual,127,1,16-11-2021
Mitsubishi,ASX 1.6 3 5dr,2017,Hatchback,5,5,Blue,1.6,"2479,84",22,Petrol,48.7,Manual,115,2,16-11-2021
Mazda,CX-30 2.0 Skyactiv-X MHEV SE-L Lux 5dr,2020,Hatchback,5,5,Grey,2.0,"3598,4","13,857",Petrol,47.9,Manual,177,1,16-11-2021
Vauxhall,Vivaro L2 H1 2900 Sportive CDTI,2018,n/a,n/a,3,Silver,1.6,3000,"14,871",n/a,42.2,Manual,120,2,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","23,98",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Silver,1.1,"1759,84","30,522",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Kuga 2.0 EcoBlue mHEV ST-Line 5dr,2020,Hatchback,5,5,White,2.0,"4639,84","9,987",n/a,55.4,Manual,148,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec 5dr,2018,Hatchback,5,5,Red,1.0,"1839,84","20,205",Petrol,49.6,Manual,99,1,16-11-2021
Peugeot,3008 SUV BLUEHDI S/S GT LINE PREMIUM,2019,Hatchback,5,5,White,1.5,4120,"24,154",n/a,55.4,Manual,129,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 140 ST-Line X 5dr,2020,Hatchback,5,5,Black,1.0,"2879,84","8,591",Petrol,47.9,Manual,138,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Grey,1.1,"1839,84","21,607",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Kuga 1.5 EcoBoost Titanium 5dr 2WD,2018,Hatchback,5,5,Brown,1.5,"3167,84","12,513",Petrol,37.2,Manual,148,1,16-11-2021
Suzuki,Ignis SZ-T DUALJET,2017,Hatchback,5,4,Red,1.2,"1399,84","25,33",Petrol,61.4,Manual,88,2,16-11-2021
Fiat,500 LOUNGE,2018,Hatchback,3,4,White,1.2,"1383,84","22,457",Petrol,49.6,Manual,68,1,16-11-2021
Volvo,V40 T3 R-Design Nav Plus,2018,Hatchback,5,5,White,2.0,"2687,84",41,Petrol,39.8,Manual,150,1,16-11-2021
Hyundai,i10 1.0 Play 5dr,2019,Hatchback,5,5,White,1.0,"1599,84","19,24",Petrol,49.6,Manual,65,2,16-11-2021
Ford,Kuga 2.0 TDCi ST-Line 5dr Auto 2WD,2019,Hatchback,5,5,Black,2.0,"4159,84","3,961",n/a,37.2,Automatic,118,1,16-11-2021
Vauxhall,Corsa 1.2 Turbo SRi 5dr,2020,Hatchback,5,5,Red,1.2,"2559,84","6,222",Petrol,52.3,Manual,99,1,16-11-2021
Vauxhall,Corsa 1.2 SE 5dr,2020,Hatchback,5,5,White,1.2,"2399,84","4,985",Petrol,53.3,Manual,74,1,16-11-2021
Vauxhall,Corsa 1.2 Turbo SRi 5dr,2020,Hatchback,5,5,Red,1.2,"2559,84","6,918",Petrol,52.3,Manual,99,1,16-11-2021
Vauxhall,Corsa 1.2 SE 5dr,2020,Hatchback,5,5,Grey,1.2,"2399,84","7,159",Petrol,53.3,Manual,74,1,16-11-2021
Volvo,XC90 B5 AWD,2021,Estate,5,7,Black,2.0,"8767,84",6,n/a,40.9,Automatic,231,1,16-11-2021
Volvo,V40 T2 R-Design Edition,2019,Hatchback,5,5,White,2.0,"3007,84","14,5",Petrol,39.8,Manual,121,1,16-11-2021
Volvo,S90 Recharge T8 Plug-in hybrid AWD Inscription Automatic,2021,Saloon,4,5,Blue,2.0,"6847,84",100,Hybrid,148.7,Automatic,384,n/a,16-11-2021
Volvo,XC60 B5 FWD,2020,Estate,5,5,Silver,2.0,"6207,84","15,879",Hybrid,38.2,Automatic,247,1,16-11-2021
Volvo,XC90 B5 AWD,2020,Estate,5,7,Grey,2.0,"8447,84","8,225",n/a,42.2,Automatic,231,1,16-11-2021
Volvo,S90 Recharge T8 Plug-in hybrid AWD R-Design Automatic,2021,Saloon,4,5,Grey,2.0,"8319,84",100,Hybrid,148.7,Automatic,384,n/a,16-11-2021
Volvo,V60 T4 R-Design Plus Automatic,2020,Estate,5,5,Grey,2.0,"4927,84","9,114",Petrol,34.5,Automatic,188,1,16-11-2021
Volvo,XC90 B5 AWD,2020,Estate,5,7,Grey,2.0,"8319,84","4,776",n/a,42.2,Automatic,231,1,16-11-2021
Volvo,XC60 B6 AWD,2020,Estate,5,5,Grey,2.0,"6367,84","3,243",Hybrid,33.2,Automatic,295,1,16-11-2021
Vauxhall,Corsa 1.2 Turbo SRi Premium 5dr,2020,Hatchback,5,5,Blue,1.2,"2783,84",n/a,Petrol,52.3,Manual,99,n/a,16-11-2021
Vauxhall,Mokka X 1.4T ecoTEC Active 5dr,2018,Hatchback,5,5,White,1.4,"2159,84","33,755",Petrol,39.2,Manual,138,1,16-11-2021
BMW,3 Series 330d M Sport 4dr Step Auto,2018,Saloon,4,5,Blue,3.0,"3759,84","33,396",n/a,56.5,Automatic,255,1,16-11-2021
Vauxhall,Crossland X 1.2 [83] Griffin 5dr [Start Stop],2020,Hatchback,5,5,Grey,1.2,"2319,84","14,912",Petrol,47.1,Manual,82,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","20,581",Petrol,64.2,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,White,1.1,"1919,84","2,895",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Silver,1.1,"1839,84","22,666",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 140 ST-Line Navigation 5dr,2018,Hatchback,5,5,Black,1.0,"2319,84","17,027",Petrol,47.9,Manual,138,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Blue,1.1,"1839,84","18,651",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Titanium 5dr,2018,Hatchback,5,5,Black,1.0,"2079,84","14,683",Petrol,49.6,Manual,99,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Silver,1.1,"1759,84","21,877",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1759,84","15,67",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","14,428",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Silver,1.1,"1759,84","20,561",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","25,768",Petrol,48.7,Manual,84,1,16-11-2021
Peugeot,208 PURETECH ALLURE S/S,2020,Hatchback,5,5,Grey,1.2,"3119,2","3,793",Petrol,50.4,Automatic,129,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Grey,1.1,"1759,84","22,115",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","14,128",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","18,051",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,White,1.1,"1759,84","19,991",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Silver,1.1,"1679,84","22,511",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Blue,1.1,"1679,84","27,969",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Silver,1.1,"1839,84","22,82",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,White,1.1,"1839,84","19,429",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","14,759",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,White,1.1,"1839,84","24,341",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Grey,1.1,"1839,84","21,47",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Blue,1.1,"1839,84","21,694",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Transit Custom Trend DCIV Double Cab 300 L1 H1 2.0 130PS,2018,n/a,n/a,6,White,2.0,3600,"25,808",n/a,44.1,Manual,128,1,16-11-2021
Seat,Leon 1.4 TSI 125 Xcellence Technology 5dr,2017,Hatchback,5,5,Blue,1.4,"2079,84","35,084",Petrol,54.3,Manual,123,2,16-11-2021
Ford,Puma SUV 1.5 EcoBoost ST 5dr,2021,Hatchback,5,5,White,1.5,"5119,84","1,009",Petrol,41.5,Manual,197,n/a,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr,2018,Hatchback,5,5,White,1.0,"2799,84","6,256",Petrol,43.5,Manual,138,1,16-11-2021
Volvo,XC40 T5 AWD R-Design Pro Auto,2019,Hatchback,5,5,White,2.0,"6207,84","7,9",Petrol,31,Automatic,244,1,16-11-2021
Hyundai,i20 1.0T GDI 48V MHD SE CONNECT 5DR,2021,Hatchback,5,5,Black,1.0,2720,"2,769",Hybrid,55.4,Manual,99,1,16-11-2021
Hyundai,i10 1.2 SE 5DR AUTO,2014,Hatchback,5,5,Black,1.2,1200,"47,016",Petrol,45.6,Manual,86,2,16-11-2021
Hyundai,i30 2.0T GDI N PERFORMANCE 5DR,2019,Hatchback,5,5,White,2.0,4400,"14,162",Petrol,34,Manual,271,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr,2018,Hatchback,5,5,Grey,1.0,"3039,84","13,05",Petrol,48.7,Manual,123,1,16-11-2021
Volkswagen,Polo 1.2 TSI Match 5dr,2017,Hatchback,5,5,White,1.2,"1919,84",34,Petrol,60.1,Manual,89,1,16-11-2021
Ford,Transit Courier Base 1.5 TDCi 75PS,2016,n/a,n/a,2,White,1.5,1360,"45,531",n/a,68.9,Manual,74,1,16-11-2021
Ford,Kuga 2.0 EcoBlue 190 ST-Line First Edition 5dr Auto AWD,2020,Hatchback,5,5,Black,2.0,"5599,84","7,265",n/a,46.3,Automatic,187,1,16-11-2021
Nissan,Qashqai 1.5 dCi Acenta [Smart Vision Pack] 5dr,2017,Hatchback,5,5,Grey,1.5,"2319,84","25,591",n/a,74.3,Manual,108,2,16-11-2021
Audi,A1 1.0 TFSI Sport 5dr,2016,Hatchback,5,5,Blue,1.0,"2319,84","19,362",Petrol,67.3,Manual,93,3,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec 5dr,2018,Hatchback,5,5,Red,1.0,"1919,84","23,808",Petrol,49.6,Manual,99,1,16-11-2021
Ford,Focus 2.3 EcoBoost ST 5dr,2019,Hatchback,5,5,Orange,2.3,"4479,84","16,582",Petrol,34.5,Manual,276,2,16-11-2021
Volvo,V90 D5 PowerPulse AWD R-Design Automatic,2017,Estate,5,5,White,2.0,"4367,84","35,3",n/a,57.7,Automatic,231,2,16-11-2021
Volvo,XC60 D4 AWD R-Design Manual,2018,Estate,5,5,White,2.0,"5087,84","27,166",n/a,39.2,Manual,188,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Silver,1.1,"1839,84","17,16",Petrol,48.7,Manual,84,1,16-11-2021
Hyundai,i10 PLAY,2019,Hatchback,5,5,Red,1.0,"1447,84","11,39",Petrol,49.6,Manual,65,1,16-11-2021
Abarth,595 595 TURISMO 70th Anniversary 3dr - Upgrade Alloy Wheels,2018,Hatchback,3,4,Black,1.4,"2479,84","12,14",Petrol,38.2,Manual,162,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost Zetec 5dr,2017,Hatchback,5,5,Black,1.0,"1679,84","22,82",Petrol,65.7,Manual,99,1,16-11-2021
Honda,CR-V I-VTEC SE PLUS NAVI,2018,Estate,5,5,White,2.0,"4079,84","12,967",Petrol,37.7,Automatic,153,2,16-11-2021
Jaguar,F-PACE I V6 S AWD,2017,Estate,5,5,Grey,3.0,"5679,84","51,768",Petrol,31.7,Automatic,375,2,16-11-2021
Volkswagen,Polo BEATS TSI,2019,Hatchback,5,5,Black,1.0,"2639,84","9,389",Petrol,52.3,Manual,94,1,16-11-2021
Vauxhall,Astra 1.6 CDTi 16V ecoTEC Design 5dr,2018,Estate,5,5,Silver,1.6,"1279,84","79,388",n/a,83.1,Manual,108,2,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Red,1.1,"1919,84","21,206",Petrol,64.2,Manual,84,1,16-11-2021
Ford,Kuga 2.0 TDCi 163 Titanium X 5dr Powershift,2013,Hatchback,5,5,Grey,2.0,"1599,84","85,846",n/a,45.6,Automatic,160,2,16-11-2021
Seat,Leon 1.4 EcoTSI 150 Xcellence Technology 5dr DSG [Lthr],2017,Estate,5,5,Blue,1.4,"1999,84","86,476",Petrol,56.5,Automatic,148,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr,2019,Hatchback,5,5,Grey,1.0,"2879,84","14,408",Petrol,49.6,Manual,123,1,16-11-2021
Nissan,Qashqai 1.3 DiG-T N-Connecta 5dr [Glass Roof/Executive],2019,Hatchback,5,5,White,1.3,"3359,84","18,852",Petrol,40.4,Manual,140,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 Titanium 5dr,2019,Hatchback,5,5,Blue,1.0,"2239,84","28,336",Petrol,49.6,Manual,123,1,16-11-2021
Volkswagen,Up MOVE UP,2018,Hatchback,3,4,White,1.0,"1359,84","8,308",Petrol,54.3,Manual,59,1,16-11-2021
Mazda,Mazda2 1.5 115 GT Sport Nav+ 5dr,2019,Hatchback,5,5,Black,1.5,"2718,4","2,377",Petrol,48.7,Manual,113,n/a,16-11-2021
Ford,Fiesta ZETEC,2019,Hatchback,5,5,Black,1.0,"2159,84","17,207",Petrol,49.6,Manual,99,1,16-11-2021
Peugeot,3008 SUV PURETECH S/S ALLURE,2018,Hatchback,5,5,Grey,1.2,"3439,84","19,626",Petrol,55.4,Manual,130,2,16-11-2021
Volvo,XC60 D4 AWD R-Design Lux Nav Automatic,2016,Estate,5,5,Grey,2.4,"3487,84","63,5",n/a,49.6,Automatic,187,2,16-11-2021
Volvo,XC90 D5 PowerPulse AWD Inscription Automatic,2016,Estate,5,7,Blue,2.0,"6047,84","22,4",n/a,30.7,Automatic,247,1,16-11-2021
Mazda,Mazda3 2.0 Skyactiv X MHEV GT Sport 5dr,2020,Hatchback,5,5,Unknown,2.0,"3758,4","10,442",Petrol,48.7,Manual,177,1,16-11-2021
Peugeot,2008 SUV PURETECH S/S ALLURE PREMIUM,2020,Hatchback,5,5,Grey,1.2,"3879,2","6,391",Petrol,47.1,Automatic,129,1,16-11-2021
Peugeot,3008 SUV PURETECH S/S ALLURE,2018,Hatchback,5,5,White,1.2,"3272,8","39,063",Petrol,55.4,Manual,130,1,16-11-2021
Vauxhall,Astra 1.6 CDTi 16V ecoTEC Design 5dr,2017,Estate,5,5,Silver,1.6,"1439,84","61,995",n/a,83.1,Manual,108,2,16-11-2021
Citroen,C3 PURETECH FEEL,2017,Hatchback,5,5,Blue,1.2,"1471,84","29,999",Petrol,60.1,Manual,80,2,16-11-2021
Mercedes-Benz,GLA-Class GLA 200 SPORT PREMIUM,2017,Estate,5,5,Black,1.6,"3999,84","7,846",Petrol,50.4,Automatic,154,1,16-11-2021
Kia,Picanto 2,2019,Hatchback,5,5,White,1.2,"1679,84","7,991",Petrol,43.5,Automatic,83,1,16-11-2021
Mazda,MX-5 2.0 Sport Black 2dr,2019,Convertible,2,2,Blue,2.0,"3679,84","12,121",Petrol,40.9,Manual,158,1,16-11-2021
MINI,Mini 1.2 One 3dr,2016,Hatchback,3,4,Silver,1.2,"1919,84","27,83",Petrol,61.4,Manual,101,2,16-11-2021
Vauxhall,Grandland X 1.2 Turbo Elite Nav 5dr,2019,Hatchback,5,5,Grey,1.2,"3679,84","22,095",Petrol,44.1,Manual,128,1,16-11-2021
Ford,Kuga 2.0 TDCi ST-Line 5dr 2WD,2017,Hatchback,5,5,White,2.0,"3359,84","18,399",n/a,60.1,Manual,148,2,16-11-2021
Audi,Q3 2.0 TDI Quattro S Line Plus 5dr S Tronic,2016,Estate,5,5,Blue,2.0,"3519,84","27,339",n/a,51.4,Automatic,148,3,16-11-2021
Vauxhall,Corsa 1.4 Energy 5dr [AC],2018,Hatchback,5,5,Blue,1.4,"1599,84","20,865",Petrol,55.4,Manual,89,2,16-11-2021
Mazda,MX-5 2.0i Sport Tech Nav 2dr,2015,Coupe,2,2,Grey,2.0,"2399,84","30,637",Petrol,36.2,Manual,158,2,16-11-2021
Suzuki,Swift 1.4 Boosterjet Sport 5dr,2019,Hatchback,5,5,Red,1.4,"2479,84","27,176",Petrol,47.1,Manual,138,1,16-11-2021
Toyota,C-HR 1.8 Hybrid Excel 5dr CVT,2018,Coupe,5,5,White,1.8,"3839,84","16,817",Hybrid,72.4,Automatic,121,1,16-11-2021
Vauxhall,Corsa 1.4 [75] ecoFLEX Sting 3dr,2016,Hatchback,3,5,Red,1.4,"1199,84",40,Petrol,55.4,Manual,74,3,16-11-2021
Kia,Sportage 1.7 CRDi ISG 3 5dr,2017,Estate,5,5,Blue,1.7,"3119,84","44,571",n/a,61.4,Manual,114,1,16-11-2021
Vauxhall,Astra 1.6 CDTi 16V ecoFLEX SRi Nav 5dr,2016,Hatchback,5,5,Grey,1.6,"1519,84","49,71",n/a,83.1,Manual,108,2,16-11-2021
Smart,fortwo 0.9 Turbo Black Edition 2dr Auto,2016,Coupe,2,2,Black,0.9,"1439,84","39,807",Petrol,68.9,Automatic,90,3,16-11-2021
Ford,Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,2018,Hatchback,5,5,Blue,1.0,"2239,84","28,416",Petrol,57.7,Manual,138,1,16-11-2021
Ford,Fiesta 1.5 TDCi Zetec Navigation 5dr,2019,Hatchback,5,5,Black,1.5,"2159,84","16,814",n/a,58.9,Manual,84,1,16-11-2021
Ford,Puma SUV 1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,2021,Hatchback,5,5,Grey,1.0,"4079,84","5,013",Petrol,50.4,Manual,123,1,16-11-2021
Mercedes-Benz,A-Class A200 AMG Line Premium 5dr Auto,2018,Hatchback,5,5,Black,1.3,"4159,84","22,403",Petrol,53.3,Automatic,161,2,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 Active X 5dr,2020,Hatchback,5,5,Grey,1.0,"3039,84","14,65",Petrol,47.1,Manual,123,1,16-11-2021
Dacia,Duster 1.6 SCe Comfort 5dr,2018,Hatchback,5,5,White,1.6,"2159,84","22,514",Petrol,43.5,Manual,115,1,16-11-2021
Hyundai,Kona PREMIUM,2019,Hatchback,5,5,Grey,1.0,"2719,84","24,972",Petrol,44.1,Manual,118,2,16-11-2021
Dacia,Sandero 0.9 TCE AMBIANCE 5DR,2017,Hatchback,5,5,Black,0.9,1120,"25,748",Petrol,57.7,Manual,90,2,16-11-2021
Volkswagen,Passat 2.0 TDI SE BUSINESS 5DR,2015,Estate,5,5,Silver,2.0,1840,"72,337",n/a,67.3,Manual,148,2,16-11-2021
Hyundai,i20 1.2 MPI SE 5DR,2019,Hatchback,5,5,Red,1.2,2160,"3,273",Petrol,46.3,Manual,83,2,16-11-2021
Volkswagen,Transporter 2.0 TDI BMT 102 HIGHLINE VAN EURO 6,2019,n/a,n/a,5,Silver,2.0,4400,"24,584",n/a,39.2,Manual,101,1,16-11-2021
Renault,Kadjar 1.2 TCE DYNAMIQUE NAV 5DR,2018,Hatchback,5,5,White,1.2,"2233,76","42,009",Petrol,50.4,Manual,130,1,16-11-2021
Mazda,Mazda3 2.0 Skyactiv X MHEV SE-L Lux 5dr,2020,Hatchback,5,5,White,2.0,"3358,4","8,121",Petrol,51.4,Manual,177,1,16-11-2021
Volvo,V40 D3 R-Design Manual,2017,Hatchback,5,5,White,2.0,"2527,84",40,n/a,74.3,Manual,148,3,16-11-2021
Mazda,Mazda3 2.0 e-Skyactiv G MHEV GT Sport 5dr Auto,2021,Hatchback,n/a,n/a,White,2.0,"3678,4",846,n/a,n/a,Automatic,n/a,n/a,16-11-2021
Mazda,Mazda3 2.0 Sport Nav 5dr,2018,Hatchback,5,5,Red,2.0,"2798,4","13,933",Petrol,55.4,Manual,118,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Black,1.1,"1759,84","29,424",Petrol,48.7,Manual,84,1,16-11-2021
Audi,A3 2.0 TDI S Line 5dr S Tronic,2017,Hatchback,5,5,Black,2.0,"2959,84","51,536",n/a,61.4,Automatic,148,3,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2018,Hatchback,5,5,Black,1.1,"1839,84","27,469",Petrol,48.7,Manual,84,1,16-11-2021
Audi,A1 1.4 TFSI 150 S Line 5dr S Tronic,2016,Hatchback,5,5,Silver,1.4,"2399,84","50,131",Petrol,58.9,Automatic,148,3,16-11-2021
Ford,Fiesta 1.0 EcoBoost ST-Line Navigation 3dr,2018,Hatchback,3,5,White,1.0,"2399,84","13,74",Petrol,48.7,Manual,99,1,16-11-2021
